CUSIP NO,ASTRK,ISSUER NAME,ISSUER DESCRIPTION,STATUS
40170T 10 6,,GUGGENHEIM ACTIVE ALLOC FD,COMMON STOCK,
40171V 10 0,*,GUIDEWIRE SOFTWARE INC,COM,
40171V 90 0,,GUIDEWIRE SOFTWARE INC,CALL,
40171V 95 0,,GUIDEWIRE SOFTWARE INC,PUT,
40171V AA 8,,GUIDEWIRE SOFTWARE INC,NOTE  1.250% 3/1,
40172N 10 7,,GUILD HLDGS CO,CL A,
402031 83 5,,GUINNESS ATKINSON FDS,SMARTETFS DIVID,
402031 84 3,,GUINNESS ATKINSON FDS,SMARTETFS ASIA,
402031 85 0,,GUINNESS ATKINSON FDS,SUSTNBL ENRGY II,
402031 86 8,,GUINNESS ATKINSON FDS,SMARTETFS ADVER,
402031 87 6,,GUINNESS ATKINSON FDS,SMARTETF TRASP,
402307 10 2,*,GULF IS FABRICATION INC,COM,
402307 90 2,,GULF IS FABRICATION INC,CALL,
402307 95 2,,GULF IS FABRICATION INC,PUT,
40251W 40 8,*,GULF RES INC,COM,
40251W 90 8,,GULF RES INC,CALL,
40251W 95 8,,GULF RES INC,PUT,
402635 50 2,*,GULFPORT ENERGY CORP,COMMON SHARES,
402635 90 2,,GULFPORT ENERGY CORP,CALL,
402635 95 2,,GULFPORT ENERGY CORP,PUT,
403783 10 3,*,GYRE THERAPEUTICS INC,COM,ADDED
403783 90 3,,GYRE THERAPEUTICS INC,CALL,ADDED
403783 95 3,,GYRE THERAPEUTICS INC,PUT,ADDED
403829 10 4,,GYRODYNE LLC,COM,
403949 10 0,*,HF SINCLAIR CORP,COM,
403949 90 0,,HF SINCLAIR CORP,CALL,
403949 95 0,,HF SINCLAIR CORP,PUT,
404030 10 8,*,H & E EQUIPMENT SERVICES INC,COM,
404030 90 8,,H & E EQUIPMENT SERVICES INC,CALL,
404030 95 8,,H & E EQUIPMENT SERVICES INC,PUT,
404111 10 6,*,HBT FINL INC.,COM,
404111 90 6,,HBT FINL INC.,CALL,
404111 95 6,,HBT FINL INC.,PUT,
40412C 10 1,*,HCA HEALTHCARE INC,COM,
40412C 90 1,,HCA HEALTHCARE INC,CALL,
40412C 95 1,,HCA HEALTHCARE INC,PUT,
404139 AG 2,,INNOVATE CORP,NOTE  7.500% 8/0,
404139 AH 0,,INNOVATE CORP,DEBT  7.500% 8/0,
40415F 10 1,*,HDFC BANK LTD,SPONSORED ADS,
40415F 90 1,,HDFC BANK LTD,CALL,
40415F 95 1,,HDFC BANK LTD,PUT,
40416E 10 3,*,HCI GROUP INC,COM,
40416E 90 3,,HCI GROUP INC,CALL,
40416E 95 3,,HCI GROUP INC,PUT,
40416E AD 5,,HCI GROUP INC,NOTE  4.250% 3/0,
40416E AF 0,,HCI GROUP INC,NOTE  4.750% 6/0,
40417F 10 9,*,HF FOODS GROUP INC,COM,
40417F 90 9,,HF FOODS GROUP INC,CALL,
40417F 95 9,,HF FOODS GROUP INC,PUT,
40423R 10 5,,HCW BIOLOGICS INC,COM,
40424G 10 8,,HMN FINL INC,COM,
404251 10 0,*,HNI CORP,COM,
404251 90 0,,HNI CORP,CALL,
404251 95 0,,HNI CORP,PUT,
404280 40 6,*,HSBC HLDGS PLC,SPON ADR NEW,
404280 90 6,,HSBC HLDGS PLC,CALL,
404280 95 6,,HSBC HLDGS PLC,PUT,
40434L 10 5,*,HP INC,COM,
40434L 90 5,,HP INC,CALL,
40434L 95 5,,HP INC,PUT,
404609 10 9,*,HACKETT GROUP INC,COM,
404609 90 9,,HACKETT GROUP INC,CALL,
404609 95 9,,HACKETT GROUP INC,PUT,
40472A 10 2,,HNR ACQUISITION CORP,COM CL A,
40472A 12 8,,HNR ACQUISITION CORP,*W EXP 02/04/202,
405024 10 0,*,HAEMONETICS CORP MASS,COM,
405024 90 0,,HAEMONETICS CORP MASS,CALL,
405024 95 0,,HAEMONETICS CORP MASS,PUT,
405024 AB 6,,HAEMONETICS CORP MASS,NOTE3/0,
405166 10 9,*,HAGERTY INC,CL A COM,
405166 11 7,,HAGERTY INC,*W EXP 12/02/202,
405166 90 9,,HAGERTY INC,CALL,
405166 95 9,,HAGERTY INC,PUT,
405217 10 0,*,HAIN CELESTIAL GROUP INC,COM,
405217 90 0,,HAIN CELESTIAL GROUP INC,CALL,
405217 95 0,,HAIN CELESTIAL GROUP INC,PUT,
405552 10 0,*,HALEON PLC,SPON ADS,
405552 90 0,,HALEON PLC,CALL,
405552 95 0,,HALEON PLC,PUT,
40609P 10 5,*,HALLADOR ENERGY COMPANY,COM,
40609P 90 5,,HALLADOR ENERGY COMPANY,CALL,
40609P 95 5,,HALLADOR ENERGY COMPANY,PUT,
40619L 11 0,,HALL OF FAME RESORT & ENTMT,*W EXP 07/01/202,
40619L 20 1,*,HALL OF FAME RESORT & ENTMT,COM NEW,
40619L 90 1,,HALL OF FAME RESORT & ENTMT,CALL,
40619L 95 1,,HALL OF FAME RESORT & ENTMT,PUT,
406216 10 1,*,HALLIBURTON CO,COM,
406216 90 1,,HALLIBURTON CO,CALL,
406216 95 1,,HALLIBURTON CO,PUT,
40624Q 30 2,,HALLMARK FINL SVCS INC,COM,
40637H 10 9,*,HALOZYME THERAPEUTICS INC,COM,
40637H 90 9,,HALOZYME THERAPEUTICS INC,CALL,
40637H 95 9,,HALOZYME THERAPEUTICS INC,PUT,
40637H AD 1,,HALOZYME THERAPEUTICS INC,NOTE  0.250% 3/0,
40637H AF 6,,HALOZYME THERAPEUTICS INC,NOTE  1.000% 8/1,
40701T 10 4,*,HAMILTON BEACH BRANDS HLDG C,COM CL A,
40701T 90 4,,HAMILTON BEACH BRANDS HLDG C,CALL,
40701T 95 4,,HAMILTON BEACH BRANDS HLDG C,PUT,
407497 10 6,*,HAMILTON LANE INC,CL A,
407497 90 6,,HAMILTON LANE INC,CALL,
407497 95 6,,HAMILTON LANE INC,PUT,
408302 10 7,,HAMMERHEAD ENERGY INC,CLASS A COM,DELETED
409735 20 6,,HANCOCK JOHN FINL OPPTYS FD,SH BEN INT NEW,
410120 10 9,*,HANCOCK WHITNEY CORPORATION,COM,
410120 90 9,,HANCOCK WHITNEY CORPORATION,CALL,
410120 95 9,,HANCOCK WHITNEY CORPORATION,PUT,
410123 10 3,,HANCOCK JOHN INCOME SECS TR,COM,
41013P 74 9,,HANCOCK JOHN INVT TR,TAX ADV GLB SH,
41013T 10 5,,HANCOCK JOHN PREM DIVID FD,COM SH BEN INT,
41013V 10 0,,HANCOCK JOHN TAX-ADVANTAGED,COM,
41013W 10 8,,HANCOCK JOHN PFD INCOME FD,SH BEN INT,
41013X 10 6,,HANCOCK JOHN PFD INCOME FD I,COM,
410142 10 3,,HANCOCK JOHN INVT TR II,COM,
41021P 10 3,,HANCOCK JOHN PFD INCOME FD I,COM,
410345 10 2,*,HANESBRANDS INC,COM,
410345 90 2,,HANESBRANDS INC,CALL,
410345 95 2,,HANESBRANDS INC,PUT,
410495 20 4,*,HANMI FINL CORP,COM NEW,
410495 90 4,,HANMI FINL CORP,CALL,
410495 95 4,,HANMI FINL CORP,PUT,
41068X 10 0,*,HANNON ARMSTRONG SUST INFR C,COM,
41068X 90 0,,HANNON ARMSTRONG SUST INFR C,CALL,
41068X 95 0,,HANNON ARMSTRONG SUST INFR C,PUT,
410710 20 6,,HANOVER BANCORP INC,COM NEW,
410867 10 5,*,HANOVER INS GROUP INC,COM,
410867 90 5,,HANOVER INS GROUP INC,CALL,
410867 95 5,,HANOVER INS GROUP INC,PUT,
411292 10 5,,HANRYU HLDGS INC,COM,
41150T 11 6,,HARBOR CUSTOM DEVELOPMENT IN,*W EXP 05/09/202,DELETED
41150T 12 4,,HARBOR CUSTOM DEVELOPMENT IN,*W EXP 10/07/202,DELETED
41150T 20 7,,HARBOR CUSTOM DEVELOPMENT IN,8% CONV PFD SR A,DELETED
41150T 30 6,,HARBOR CUSTOM DEVELOPMENT IN,COM NEW,DELETED
41151J 10 9,,HARBOR ETF TRUST,SCIENTIFIC HIGH,
41151J 20 8,,HARBOR ETF TRUST,SCIENTIFIC INCOM,
41151J 30 7,,HARBOR ETF TRUST,DISRUPTIVE INNOV,
41151J 40 6,,HARBOR ETF TRUST,LONG TERM GROWER,
41151J 50 5,*,HARBOR ETF TRUST,HARBOR COMMODITY,
41151J 60 4,,HARBOR ETF TRUST,HUMAN CAP UNCONS,
41151J 70 3,,HARBOR ETF TRUST,DIVIDEND GTH LEA,
41151J 80 2,,HARBOR ETF TRUST,ENERGY TRANS STR,
41151J 82 8,,HARBOR ETF TRUST,LONG SHORT EQUIT,ADDED
41151J 83 6,,HARBOR ETF TRUST,MULTIASSET EXPLO,
41151J 85 1,,HARBOR ETF TRUST,HUMAN CAP FACTOR,
41151J 86 9,,HARBOR ETF TRUST,HEALTH CARE ETF,
41151J 87 7,,HARBOR ETF TRUST,HUMAN CAP LARGE,
41151J 88 5,,HARBOR ETF TRUST,INTERNATNAL COMP,
41151J 90 5,,HARBOR ETF TRUST,CALL,
41151J 95 5,,HARBOR ETF TRUST,PUT,
41165Y 10 0,*,HARBORONE BANCORP INC NEW,COM NEW,
41165Y 90 0,,HARBORONE BANCORP INC NEW,CALL,
41165Y 95 0,,HARBORONE BANCORP INC NEW,PUT,
412822 10 8,*,HARLEY DAVIDSON INC,COM,
412822 90 8,,HARLEY DAVIDSON INC,CALL,
412822 95 8,,HARLEY DAVIDSON INC,PUT,
413160 10 2,*,HARMONIC INC,COM,
413160 90 2,,HARMONIC INC,CALL,
413160 95 2,,HARMONIC INC,PUT,
413160 AD 4,,HARMONIC INC,DBCV  2.000% 9/0,
413197 10 4,*,HARMONY BIOSCIENCES HLDGS IN,COM,
413197 90 4,,HARMONY BIOSCIENCES HLDGS IN,CALL,
413197 95 4,,HARMONY BIOSCIENCES HLDGS IN,PUT,
413216 30 0,*,HARMONY GOLD MINING CO LTD,SPONSORED ADR,
413216 90 0,,HARMONY GOLD MINING CO LTD,CALL,
413216 95 0,,HARMONY GOLD MINING CO LTD,PUT,
41358P 20 5,*,HARPOON THERAPEUTICS INC,COM NEW,
41358P 90 5,,HARPOON THERAPEUTICS INC,CALL,
41358P 95 5,,HARPOON THERAPEUTICS INC,PUT,
415858 10 9,*,HARROW INC,COM,
415858 90 9,,HARROW INC,CALL,
415858 95 9,,HARROW INC,PUT,
415864 10 7,*,ENVIRI CORP,COM,
415864 90 7,,ENVIRI CORP,CALL,
415864 95 7,,ENVIRI CORP,PUT,
416196 20 2,,HARTE HANKS INC,COM,
416515 10 4,*,HARTFORD FINL SVCS GROUP INC,COM,
416515 90 4,,HARTFORD FINL SVCS GROUP INC,CALL,
416515 95 4,,HARTFORD FINL SVCS GROUP INC,PUT,
41653L 30 5,,HARTFORD FDS EXCHANGE TRADED,TOTAL RTRN ETF,
41653L 40 4,,HARTFORD FDS EXCHANGE TRADED,SCHRDRS TAX BD,
41653L 50 3,,HARTFORD FDS EXCHANGE TRADED,MUN OPORTUNITE,
41653L 60 2,,HARTFORD FDS EXCHANGE TRADED,SHRT DURTN ETF,
41653L 70 1,,HARTFORD FDS EXCHANGE TRADED,CORE BD ETF,
41653L 85 9,,HARTFORD FDS EXCHANGE TRADED,HARTFORD QUALITY,ADDED
41653L 86 7,*,HARTFORD FDS EXCHANGE TRADED,SCHRODERS COMMOD,
41653L 87 5,,HARTFORD FDS EXCHANGE TRADED,SUSTAINABLE INCM,
41653L 88 3,,HARTFORD FDS EXCHANGE TRADED,LARGE CAP GRWT,
41653L 90 7,,HARTFORD FDS EXCHANGE TRADED,CALL,
41653L 95 7,,HARTFORD FDS EXCHANGE TRADED,PUT,
416906 10 5,*,HARVARD BIOSCIENCE INC,COM,
416906 90 5,,HARVARD BIOSCIENCE INC,CALL,
416906 95 5,,HARVARD BIOSCIENCE INC,PUT,
418056 10 7,*,HASBRO INC,COM,
418056 90 7,,HASBRO INC,CALL,
418056 95 7,,HASBRO INC,PUT,
418100 10 3,*,HASHICORP INC,COM CL A,
418100 90 3,,HASHICORP INC,CALL,
418100 95 3,,HASHICORP INC,PUT,
419596 10 1,*,HAVERTY FURNITURE COS INC,COM,
419596 20 0,,HAVERTY FURNITURE COS INC,CL A,
419596 90 1,,HAVERTY FURNITURE COS INC,CALL,
419596 95 1,,HAVERTY FURNITURE COS INC,PUT,
419870 10 0,*,HAWAIIAN ELEC INDUSTRIES,COM,
419870 90 0,,HAWAIIAN ELEC INDUSTRIES,CALL,
419870 95 0,,HAWAIIAN ELEC INDUSTRIES,PUT,
419879 10 1,*,HAWAIIAN HOLDINGS INC,COM,
419879 90 1,,HAWAIIAN HOLDINGS INC,CALL,
419879 95 1,,HAWAIIAN HOLDINGS INC,PUT,
420261 10 9,*,HAWKINS INC,COM,
420261 90 9,,HAWKINS INC,CALL,
420261 95 9,,HAWKINS INC,PUT,
420476 10 3,,HAWTHORN BANCSHARES INC,COM,
420877 20 1,*,HAYNES INTL INC,COM NEW,
420877 90 1,,HAYNES INTL INC,CALL,
420877 95 1,,HAYNES INTL INC,PUT,
421298 10 0,*,HAYWARD HLDGS INC,COM,
421298 90 0,,HAYWARD HLDGS INC,CALL,
421298 95 0,,HAYWARD HLDGS INC,PUT,
421906 10 8,*,HEALTHCARE SVCS GROUP INC,COM,
421906 90 8,,HEALTHCARE SVCS GROUP INC,CALL,
421906 95 8,,HEALTHCARE SVCS GROUP INC,PUT,
42222N 10 3,*,HEALTHSTREAM INC,COM,
42222N 90 3,,HEALTHSTREAM INC,CALL,
42222N 95 3,,HEALTHSTREAM INC,PUT,
42225T 10 7,*,HEALTH CATALYST INC,COM,
42225T 90 7,,HEALTH CATALYST INC,CALL,
42225T 95 7,,HEALTH CATALYST INC,PUT,
42225T AB 3,,HEALTH CATALYST INC,NOTE  2.500% 4/1,
42226A 10 7,*,HEALTHEQUITY INC,COM,
42226A 90 7,,HEALTHEQUITY INC,CALL,
42226A 95 7,,HEALTHEQUITY INC,PUT,
42226K 10 5,*,HEALTHCARE RLTY TR,CL A COM,
42226K 90 5,,HEALTHCARE RLTY TR,CALL,
42226K 95 5,,HEALTHCARE RLTY TR,PUT,
42227R 10 9,,HEALTHWELL ACQUISITION CORP,CLASS A COM,DELETED
42227R 11 7,,HEALTHWELL ACQUISITION CORP,*W EXP 08/05/202,DELETED
42227R 20 8,,HEALTHWELL ACQUISITION CORP,UNIT 08/05/2028,DELETED
42227W 20 7,,HEALTHCARE TRIANGLE INC,COM NEW,
422347 10 4,*,HEARTLAND EXPRESS INC,COM,
422347 90 4,,HEARTLAND EXPRESS INC,CALL,
422347 95 4,,HEARTLAND EXPRESS INC,PUT,
42234Q 10 2,*,HEARTLAND FINL USA INC,COM,
42234Q 90 2,,HEARTLAND FINL USA INC,CALL,
42234Q 95 2,,HEARTLAND FINL USA INC,PUT,
42237K 40 9,*,NIGHTHAWK BIOSCIENCES INC,COM,
42237K 90 9,,NIGHTHAWK BIOSCIENCES INC,CALL,
42237K 95 9,,NIGHTHAWK BIOSCIENCES INC,PUT,
42238H 10 8,,HEARTBEAM INC,COM,
42238H 11 6,,HEARTBEAM INC,*W EXP 10/31/202,
42240Q 10 4,,HEARTCORE ENTERPRISES INC,COM,
42250P 10 3,*,HEALTHPEAK PROPERTIES INC,COM,
42250P 90 3,,HEALTHPEAK PROPERTIES INC,CALL,
42250P 95 3,,HEALTHPEAK PROPERTIES INC,PUT,
42254E 10 4,,HEART TEST LABORATORIES INC,COM,
42254E 11 2,,HEART TEST LABORATORIES INC,*W EXP 06/17/202,
422704 10 6,*,HECLA MNG CO,COM,
422704 20 5,,HECLA MNG CO,PFD CV SER B,
422704 90 6,,HECLA MNG CO,CALL,
422704 95 6,,HECLA MNG CO,PUT,
422806 10 9,*,HEICO CORP NEW,COM,
422806 20 8,*,HEICO CORP NEW,CL A,
422806 90 8,,HEICO CORP NEW,CALL,
422806 90 9,,HEICO CORP NEW,CALL,
422806 95 8,,HEICO CORP NEW,PUT,
422806 95 9,,HEICO CORP NEW,PUT,
422819 10 2,*,HEIDRICK & STRUGGLES INTL IN,COM,
422819 90 2,,HEIDRICK & STRUGGLES INTL IN,CALL,
422819 95 2,,HEIDRICK & STRUGGLES INTL IN,PUT,
42309B 13 9,,MICROMOBILITY.COM INC,*W EXP 08/13/202,DELETED
42309B 40 2,,MICROMOBILITY.COM INC,CLASS A COM,DELETED
42328H 10 9,*,HELIOS TECHNOLOGIES INC,COM,
42328H 90 9,,HELIOS TECHNOLOGIES INC,CALL,
42328H 95 9,,HELIOS TECHNOLOGIES INC,PUT,
42328V 80 1,,HELIUS MED TECHNOLOGIES INC,COM CL A NEW,
42329E 11 3,,HELIOGEN INC,*W EXP 12/30/202,DELETED
42329E 20 4,*,HELIOGEN INC,COM NEW,DELETED
42329E 90 4,,HELIOGEN INC,CALL,DELETED
42329E 95 4,,HELIOGEN INC,PUT,DELETED
42330P 10 7,*,HELIX ENERGY SOLUTIONS GRP I,COM,
42330P 90 7,,HELIX ENERGY SOLUTIONS GRP I,CALL,
42330P 95 7,,HELIX ENERGY SOLUTIONS GRP I,PUT,
42330P AK 3,,HELIX ENERGY SOLUTIONS GRP I,NOTE  6.750% 2/1,
423403 10 4,*,HELLO GROUP INC,ADS,
423403 90 4,,HELLO GROUP INC,CALL,
423403 95 4,,HELLO GROUP INC,PUT,
423452 10 1,*,HELMERICH & PAYNE INC,COM,
423452 90 1,,HELMERICH & PAYNE INC,CALL,
423452 95 1,,HELMERICH & PAYNE INC,PUT,
42371L 10 6,,HEMPACCO CO INC,COM,
425885 10 0,,HENNESSY ADVISORS INC,COM,
42588P 69 2,,HENNESSY FDS TR,STANCE ESG ETF,
42600H 10 8,,HENNESSY CAPITAL INVST CORP,CLASS A COM,
42600H 11 6,,HENNESSY CAPITAL INVST CORP,*W EXP 06/10/202,
42600H 20 7,,HENNESSY CAPITAL INVST CORP,UNIT 99/99/9999,
426281 10 1,*,HENRY JACK & ASSOC INC,COM,
426281 90 1,,HENRY JACK & ASSOC INC,CALL,
426281 95 1,,HENRY JACK & ASSOC INC,PUT,
426897 30 2,*,HEPION PHARMACEUTICALS INC,COM NEW,
426897 90 2,,HEPION PHARMACEUTICALS INC,CALL,
426897 95 2,,HEPION PHARMACEUTICALS INC,PUT,
426927 10 9,*,HERITAGE COMM CORP,COM,
426927 90 9,,HERITAGE COMM CORP,CALL,
426927 95 9,,HERITAGE COMM CORP,PUT,
42703M AD 5,,HERBALIFE LTD,NOTE  2.625% 3/1,
42704L 10 4,*,HERC HLDGS INC,COM,
42704L 90 4,,HERC HLDGS INC,CALL,
42704L 95 4,,HERC HLDGS INC,PUT,
427096 50 8,*,HERCULES CAPITAL INC,COM,
427096 90 8,,HERCULES CAPITAL INC,CALL,
427096 95 8,,HERCULES CAPITAL INC,PUT,
42722X 10 6,*,HERITAGE FINL CORP WASH,COM,
42722X 90 6,,HERITAGE FINL CORP WASH,CALL,
42722X 95 6,,HERITAGE FINL CORP WASH,PUT,
42726M 10 6,*,HERITAGE CRYSTAL CLEAN INC,COM,DELETED
42726M 90 6,,HERITAGE CRYSTAL CLEAN INC,CALL,DELETED
42726M 95 6,,HERITAGE CRYSTAL CLEAN INC,PUT,DELETED
42727E 10 3,,HERITAGE GLOBAL INC,COM,
42727J 10 2,*,HERITAGE INSURANCE HLDGS INC,COM,
42727J 90 2,,HERITAGE INSURANCE HLDGS INC,CALL,
42727J 95 2,,HERITAGE INSURANCE HLDGS INC,PUT,
42727J AB 8,,HERITAGE INSURANCE HLDGS INC,NOTE  5.875% 8/0,
427746 10 2,*,HERON THERAPEUTICS INC,COM,
427746 90 2,,HERON THERAPEUTICS INC,CALL,
427746 95 2,,HERON THERAPEUTICS INC,PUT,
427825 50 0,*,HERSHA HOSPITALITY TR,PR SHS BEN INT,DELETED
427825 90 0,,HERSHA HOSPITALITY TR,CALL,DELETED
427825 95 0,,HERSHA HOSPITALITY TR,PUT,DELETED
427866 10 8,*,HERSHEY CO,COM,
427866 90 8,,HERSHEY CO,CALL,
427866 95 8,,HERSHEY CO,PUT,
42804T 10 6,,HERZFELD CARIBBEAN BASIN FD,COM,
428050 10 8,*,HESAI GROUP,SPONSORED ADS,
428050 90 8,,HESAI GROUP,CALL,
428050 95 8,,HESAI GROUP,PUT,
42806J 14 8,,HERTZ GLOBAL HLDGS INC,*W EXP 06/30/205,
42806J 70 0,*,HERTZ GLOBAL HLDGS INC,COM NEW,
42806J 90 0,,HERTZ GLOBAL HLDGS INC,CALL,
42806J 95 0,,HERTZ GLOBAL HLDGS INC,PUT,
42809H 10 7,*,HESS CORP,COM,
42809H 90 7,,HESS CORP,CALL,
42809H 95 7,,HESS CORP,PUT,
428103 10 5,*,HESS MIDSTREAM LP,CL A SHS,
428103 90 5,,HESS MIDSTREAM LP,CALL,
428103 95 5,,HESS MIDSTREAM LP,PUT,
42824C 10 9,*,HEWLETT PACKARD ENTERPRISE C,COM,
42824C 90 9,,HEWLETT PACKARD ENTERPRISE C,CALL,
42824C 95 9,,HEWLETT PACKARD ENTERPRISE C,PUT,
428291 10 8,*,HEXCEL CORP NEW,COM,
428291 90 8,,HEXCEL CORP NEW,CALL,
428291 95 8,,HEXCEL CORP NEW,PUT,
428567 10 1,*,HIBBETT INC,COM,
428567 90 1,,HIBBETT INC,CALL,
428567 95 1,,HIBBETT INC,PUT,
42968F 10 8,,HIGH INCOME SECS FD,SHS BEN INT,
42981E 40 1,*,HIGH TIDE INC,COM NEW,
42981E 90 1,,HIGH TIDE INC,CALL,
42981E 95 1,,HIGH TIDE INC,PUT,
43010E 40 4,,HIGHLAND OPPORTUNITIES,HIGHLAND INCOME,
43010T 10 4,,HIGHLAND GLOBAL ALLOCATION F,COM,
43114Q 10 5,*,HIGHPEAK ENERGY INC,COM,
43114Q 12 1,,HIGHPEAK ENERGY INC,*W EXP 08/21/202,
43114Q 90 5,,HIGHPEAK ENERGY INC,CALL,
43114Q 95 5,,HIGHPEAK ENERGY INC,PUT,
431284 10 8,*,HIGHWOODS PPTYS INC,COM,
431284 90 8,,HIGHWOODS PPTYS INC,CALL,
431284 95 8,,HIGHWOODS PPTYS INC,PUT,
431571 10 8,*,HILLENBRAND INC,COM,
431571 90 8,,HILLENBRAND INC,CALL,
431571 95 8,,HILLENBRAND INC,PUT,
43157M 10 2,,HILLEVAX INC,COM,
431636 10 9,*,HILLMAN SOLUTIONS CORP,COM,
431636 90 9,,HILLMAN SOLUTIONS CORP,CALL,
431636 95 9,,HILLMAN SOLUTIONS CORP,PUT,
432705 10 1,,THARIMMUNE INC,COM,DELETED
432705 20 0,,THARIMMUNE INC,COM NEW,ADDED
432748 10 1,*,HILLTOP HOLDINGS INC,COM,
432748 90 1,,HILLTOP HOLDINGS INC,CALL,
432748 95 1,,HILLTOP HOLDINGS INC,PUT,
43283X 10 5,*,HILTON GRAND VACATIONS INC,COM,
43283X 90 5,,HILTON GRAND VACATIONS INC,CALL,
43283X 95 5,,HILTON GRAND VACATIONS INC,PUT,
43289P 10 6,*,HIMAX TECHNOLOGIES INC,SPONSORED ADR,
43289P 90 6,,HIMAX TECHNOLOGIES INC,CALL,
43289P 95 6,,HIMAX TECHNOLOGIES INC,PUT,
433000 10 6,*,HIMS & HERS HEALTH INC,COM CL A,
433000 90 6,,HIMS & HERS HEALTH INC,CALL,
433000 95 6,,HIMS & HERS HEALTH INC,PUT,
43300A 20 3,*,HILTON WORLDWIDE HLDGS INC,COM,
43300A 90 3,,HILTON WORLDWIDE HLDGS INC,CALL,
43300A 95 3,,HILTON WORLDWIDE HLDGS INC,PUT,
433323 10 2,,HINGHAM INSTN SVGS MASS,COM,
433535 10 1,,HIREQUEST INC,COM,
433537 10 7,*,HIRERIGHT HOLDINGS CORPORATI,COM,
433537 90 7,,HIRERIGHT HOLDINGS CORPORATI,CALL,
433537 95 7,,HIRERIGHT HOLDINGS CORPORATI,PUT,
433539 11 1,,HIPPO HLDGS INC,*W EXP 08/02/202,
433539 20 2,*,HIPPO HLDGS INC,COM NEW,
433539 90 2,,HIPPO HLDGS INC,CALL,
433539 95 2,,HIPPO HLDGS INC,PUT,
43358Y 20 2,,HISTOGEN INC,COM NEW,DELETED
433921 10 3,*,HIVE DIGITAL TECHNOLOGIES LT,COM NEW,
433921 90 3,,HIVE DIGITAL TECHNOLOGIES LT,CALL,
433921 95 3,,HIVE DIGITAL TECHNOLOGIES LT,PUT,
43538H 10 3,*,HOLLEY INC,COM,
43538H 11 1,,HOLLEY INC,*W EXP 11/30/202,
43538H 90 3,,HOLLEY INC,CALL,
43538H 95 3,,HOLLEY INC,PUT,
435763 10 7,*,HOLLY ENERGY PARTNERS L P,COM UT LTD PTN,DELETED
435763 90 7,,HOLLY ENERGY PARTNERS L P,CALL,DELETED
435763 95 7,,HOLLY ENERGY PARTNERS L P,PUT,DELETED
436440 10 1,*,HOLOGIC INC,COM,
436440 90 1,,HOLOGIC INC,CALL,
436440 95 1,,HOLOGIC INC,PUT,
436893 20 0,*,HOME BANCSHARES INC,COM,
436893 90 0,,HOME BANCSHARES INC,CALL,
436893 95 0,,HOME BANCSHARES INC,PUT,
43689E 10 7,*,HOME BANCORP INC,COM,
43689E 90 7,,HOME BANCORP INC,CALL,
43689E 95 7,,HOME BANCORP INC,PUT,
437076 10 2,*,HOME DEPOT INC,COM,
437076 90 2,,HOME DEPOT INC,CALL,
437076 95 2,,HOME DEPOT INC,PUT,
43708L 10 8,,HOME FED BANCORP INC LA NEW,COM,
43734R 10 3,,HOME PLATE ACQUISITION CORP,CL A COM,DELETED
43734R 11 1,,HOME PLATE ACQUISITION CORP,*W EXP 09/30/202,DELETED
43734R 20 2,,HOME PLATE ACQUISITION CORP,UNIT 09/30/2026,DELETED
43785V 10 2,*,HOMESTREET INC,COM,
43785V 90 2,,HOMESTREET INC,CALL,
43785V 95 2,,HOMESTREET INC,PUT,
437872 10 4,*,HOMETRUST BANCSHARES INC,COM,
437872 90 4,,HOMETRUST BANCSHARES INC,CALL,
437872 95 4,,HOMETRUST BANCSHARES INC,PUT,
438083 10 7,*,HOMOLOGY MEDICINES INC,COM,
438083 90 7,,HOMOLOGY MEDICINES INC,CALL,
438083 95 7,,HOMOLOGY MEDICINES INC,PUT,
438128 30 8,*,HONDA MOTOR LTD,ADR ECH CNV IN 3,
438128 90 8,,HONDA MOTOR LTD,CALL,
438128 95 8,,HONDA MOTOR LTD,PUT,
438333 10 6,*,HONEST CO INC,COM,
438333 90 6,,HONEST CO INC,CALL,
438333 95 6,,HONEST CO INC,PUT,
438516 10 6,*,HONEYWELL INTL INC,COM,
438516 90 6,,HONEYWELL INTL INC,CALL,
438516 95 6,,HONEYWELL INTL INC,PUT,
439038 10 0,*,HOOKER FURNISHINGS CORPORATI,COM,
439038 90 0,,HOOKER FURNISHINGS CORPORATI,CALL,
439038 95 0,,HOOKER FURNISHINGS CORPORATI,PUT,
43906K 10 0,*,HOOKIPA PHARMA INC,COM,
43906K 90 0,,HOOKIPA PHARMA INC,CALL,
43906K 95 0,,HOOKIPA PHARMA INC,PUT,
43940T 10 9,*,HOPE BANCORP INC,COM,
43940T 90 9,,HOPE BANCORP INC,CALL,
43940T 95 9,,HOPE BANCORP INC,PUT,
43940T AB 5,,HOPE BANCORP INC,NOTE  2.000% 5/1,DELETED
440327 10 4,*,HORACE MANN EDUCATORS CORP N,COM,
440327 90 4,,HORACE MANN EDUCATORS CORP N,CALL,
440327 95 4,,HORACE MANN EDUCATORS CORP N,PUT,
440407 10 4,*,HORIZON BANCORP INC,COM,
440407 90 4,,HORIZON BANCORP INC,CALL,
440407 95 4,,HORIZON BANCORP INC,PUT,
440452 10 0,*,HORMEL FOODS CORP,COM,
440452 90 0,,HORMEL FOODS CORP,CALL,
440452 95 0,,HORMEL FOODS CORP,PUT,
